"","Какими из этих сайтов вы регулярно пользуетесь?","Сколько лет вы одновременно совмещали учебу в ВУЗе и работу в IT сфере?","В каком возрасте написали первую программу?","Работает/работал ли кто-нибудь из ваших родителей в IT секторе? (Или имеет техническое образование)","Сколько часов в месяц вы тратите на самообразование?"
"","GitHub, StackOverflow","0","15","no","40"
"","GitHub, StackOverflow, HabraHabr","0.5","17","no","15"
"","StackOverflow, HabraHabr","0","14","yes","20"
"","StackOverflow, HabraHabr","1","11","no","40"
"","GitHub, StackOverflow, HabraHabr","1","16","no","20"
"","StackOverflow","4","14","no","0"
"","GitHub","0","10","yes","10"
"","","5.5","7","yes","8"
"","GitHub, StackOverflow","0.5","7","no","30"
"","HabraHabr","0.5","16","no","20"
"","","1","","yes","6"
"","GitHub, StackOverflow, HabraHabr","0.25","14","yes","20"
"","StackOverflow, HabraHabr","2.5","16","yes","30"
"","","6","13","no","50"
"","","3","24","yes","40"
"","GitHub, StackOverflow, HabraHabr","2","15","no","56"
"","GitHub, StackOverflow, HabraHabr","0","18","no","20"
"","GitHub, StackOverflow, HabraHabr","2.5","14","yes","120"
"","GitHub, StackOverflow, HabraHabr","0","13","yes","20"
"","","0","18","yes","20"
"","GitHub, StackOverflow, HabraHabr","1","14","no","40"
"","HabraHabr","0.25","16","no","40"
"","StackOverflow, HabraHabr","0","17","",""
"","GitHub, StackOverflow, HabraHabr","0","12","yes","20"
"","","1","19","yes","32"
"","","0","17","","20"
"","GitHub, HabraHabr","0","19","","3"
"","","0","21","no","5"
"","StackOverflow, HabraHabr","1.5","17","no","10"
"","","0","17","no","16"
"","HabraHabr","1","12","yes","5"
"","StackOverflow, HabraHabr","1","18","no","24"
"","StackOverflow, HabraHabr","1.5","17","no","60"
"","StackOverflow, HabraHabr","0","14","yes","30"
"","","0","22","no","10"
"","StackOverflow, HabraHabr","4.5","13","yes","20"
"","StackOverflow, HabraHabr","4","14","no","20"
"","","0","20","no","2"
"","GitHub, StackOverflow, HabraHabr","0","11","no","40"
"","HabraHabr","1","18","no","20"
"","StackOverflow, HabraHabr","0","15","no","7"
"","StackOverflow, HabraHabr","4","12","no","16"
"","StackOverflow","2","12","yes","20"
"","","1","18","no",""
"","","1","17","no","10"
"","GitHub, StackOverflow, HabraHabr","0.5","14","no","10"
"","StackOverflow, HabraHabr","0","24","no","60"
"","StackOverflow, HabraHabr","0","22","no","30"
"","","0","23","no","1"
"","StackOverflow","6","12","yes","20"
"","GitHub, StackOverflow","1","18","no","20"
"","","0.5","12","yes","8"
"","","1","13","yes","20"
"","GitHub, StackOverflow, HabraHabr","0.5","16","yes","15"
"","GitHub, StackOverflow, HabraHabr","1.5","17","no","150"
"","","3","13","yes","8"
"","","0","18","no","24"
"","","0","17","no","20"
"","GitHub, HabraHabr","1","15","no","50"
"","StackOverflow","0","10","no","40"
"","","0.25","14","no","10"
"","","4","8","yes","10"
"","StackOverflow, HabraHabr","0","16","yes","10"
"","HabraHabr","2","15","yes","40"
"","","0","26","no","3"
"","StackOverflow, HabraHabr","2","15","yes","10"
"","","1","22","yes","5"
"","","0.75","12","no","40"
"","GitHub, HabraHabr","3","0","no","60"
"","StackOverflow, HabraHabr","0","16","no","40"
"","GitHub, StackOverflow, HabraHabr","0","17","yes","20"
"","StackOverflow, HabraHabr","1","10","yes","48"
"","GitHub, StackOverflow, HabraHabr","3","20","no",""
"","StackOverflow","2","15","no","50"
"","GitHub, StackOverflow, HabraHabr","3.5","14","no","34"
"","StackOverflow","0","25","no","40"
"","HabraHabr","1.5","16","no","2"
"","StackOverflow, HabraHabr","0.25","14","yes",""
"","HabraHabr","0","8","no","2"
"","","0","25","no","50"
"","","4","18","no","10"
"","","0","13","no","20"
"","HabraHabr","2","16","yes","12"
"","StackOverflow, HabraHabr","3","17","no","10"
"","GitHub, StackOverflow, HabraHabr","0","21","no","4"
"","StackOverflow, HabraHabr","0.25","12","yes","2"
"","StackOverflow, HabraHabr","2.5","15","no","15"
"","","0","14","no","40"
"","StackOverflow","1","18","no","8"
"","","2","18","no","16"
"","GitHub, StackOverflow, HabraHabr","1.5","15","no","2"
"","StackOverflow, HabraHabr","1","26","no","40"
"","GitHub, StackOverflow, HabraHabr","3","13","no","4"
"","StackOverflow, HabraHabr","2","16","no","20"
"","StackOverflow","0","21","yes","8"
"","HabraHabr","0","25","yes","12"
"","GitHub, StackOverflow, HabraHabr","2","14","yes","20"
"","HabraHabr","1","18","yes","80"
"","","0","15","no","30"
"","HabraHabr","0.5","","no","15"
"","StackOverflow, HabraHabr","2","21","no","60"
"","StackOverflow","3","15","no","20"
"","StackOverflow, HabraHabr","2","18","no","20"
"","StackOverflow, HabraHabr","2","16","no","50"
"","StackOverflow, HabraHabr","1","","yes","20"
"","","0","17","no","10"
"","","6","16","no","15"
"","HabraHabr","4","19","yes","22"
"","GitHub, StackOverflow, HabraHabr","0","19","no","20"
"","HabraHabr","1.5","15","no","30"
"","StackOverflow, HabraHabr","0","14","no","40"
"","","3","12","no","5"
"","StackOverflow, HabraHabr","0","20","no","20"
"","GitHub, StackOverflow, HabraHabr","3","","no","2"
"","","0","20","no","1"
"","GitHub, StackOverflow, HabraHabr","0","15","yes","30"
"","GitHub, StackOverflow, HabraHabr","1","19","no","10"
"","StackOverflow, HabraHabr","0","1","no","10"
"","StackOverflow, HabraHabr","1","17","no","20"
"","HabraHabr","0","15","no","2"
"","","0","14","yes",""
"","StackOverflow, HabraHabr","2.5","14","no","20"
"","StackOverflow, HabraHabr","0","16","no","3"
"","HabraHabr","0","15","no","6"
"","GitHub, StackOverflow, HabraHabr","3","19","yes","20"
"","","0","0","no","50"
"","HabraHabr","1.5","","no","30"
"","HabraHabr","3","20","yes","8"
"","","2","15","no","10"
"","","0","0","no",""
"","HabraHabr","1.5","12","yes","12"
"","GitHub, StackOverflow, HabraHabr","0","15","yes","80"
"","StackOverflow, HabraHabr","1.5","9","no","10"
"","GitHub, StackOverflow, HabraHabr","0","15","yes","8"
"","","0","20","yes","5"
"","GitHub, HabraHabr","0.5","13","yes","100"
"","StackOverflow, HabraHabr","0.75","19","no","70"
"","GitHub, StackOverflow, HabraHabr","0","12","yes","20"
"","HabraHabr","1","1","no","8"
"","GitHub, StackOverflow, HabraHabr","0","15","no","20"
"","StackOverflow, HabraHabr","0","22","no","60"
"","StackOverflow, HabraHabr","5","14","yes","40"
"","StackOverflow, HabraHabr","1","18","no","40"
"","GitHub, StackOverflow, HabraHabr","1","17","no","10"
"","","2","14","yes","20"
"","","3","14","no","80"
"","","0","16","no","1"
"","GitHub, StackOverflow, HabraHabr","2","15","no","15"
"","","0","1","no","5"
"","","1","20","yes","20"
"","GitHub, StackOverflow, HabraHabr","2","16","no","168"
"","","0","10","no","138"
"","StackOverflow, HabraHabr","2","16","yes","40"
"","","1","15","no","3"
"","HabraHabr","0","","no","10"
"","StackOverflow","3","18","no","80"
"","GitHub, StackOverflow, HabraHabr","4","14","yes","2"
"","StackOverflow","5","19","no","10"
"","HabraHabr","0","24","no","30"
"","","0","18","yes","16"
"","","1","12","yes","8"
"","StackOverflow, HabraHabr","1","16","no","15"
"","StackOverflow, HabraHabr","0","15","no","0"
"","StackOverflow, HabraHabr","4","","yes","10"
"","GitHub, StackOverflow, HabraHabr","2.5","9","no","10"
"","GitHub, StackOverflow, HabraHabr","0.25","16","yes","20"
"","StackOverflow, HabraHabr","0.5","14","yes","40"
"","StackOverflow, HabraHabr","0","20","yes","10"
"","StackOverflow, HabraHabr","0.5","14","no","16"
"","StackOverflow, HabraHabr","0","14","no","62"
"","GitHub","1","11","no","10"
"","GitHub, StackOverflow, HabraHabr","0","23","no","100"
"","GitHub, StackOverflow, HabraHabr","1","16","no","15"
"","GitHub, StackOverflow, HabraHabr","1","14","no","40"
"","","0.25","16","no","25"
"","StackOverflow, HabraHabr","1.5","14","no","50"
"","","2","15","no","2"
"","","1.5","16","no","30"
"","HabraHabr","0.25","14","no","10"
"","","0","14","no","80"
"","","0.5","18","no","8"
"","HabraHabr","0","15","no","20"
"","GitHub, StackOverflow, HabraHabr","0","18","no","20"
"","StackOverflow","1.5","15","yes","30"
"","StackOverflow","2","16","no","30"
"","GitHub","2","18","no","200"
"","StackOverflow, HabraHabr","2","14","no","36"
"","GitHub, StackOverflow, HabraHabr","1","13","no","20"
"","GitHub, StackOverflow, HabraHabr","0.5","23","no","60"
"","GitHub, HabraHabr","4","17","no","40"
"","StackOverflow, HabraHabr","1","12","yes","20"
"","GitHub","0","","no","30"
"","StackOverflow","3","14","yes","12"
"","GitHub, HabraHabr","0.75","","no","48"
"","StackOverflow, HabraHabr","3","20","no","30"
"","GitHub, StackOverflow, HabraHabr","1","15","no","50"
"","GitHub, StackOverflow, HabraHabr","4","9","yes","32"
"","StackOverflow","4","22","no","2"
"","StackOverflow, HabraHabr","1.5","14","yes",""
"","HabraHabr","2","15","no","40"
"","StackOverflow, HabraHabr","1.5","14","no","30"
"","StackOverflow, HabraHabr","2","19","no","20"
"","StackOverflow, HabraHabr","0.25","15","no","20"
"","HabraHabr","0.75","16","no","5"
"","HabraHabr","1","9","yes","8"
"","GitHub, StackOverflow","3","11","yes","32"
"","","2","20","no","30"
"","GitHub, StackOverflow","1","19","no","70"
"","HabraHabr","3","11","no","5"
"","GitHub","1","16","no","60"
"","GitHub, StackOverflow","3.5","","no","10"
"","","0","18","no","24"
"","HabraHabr","6","18","no","100"
"","StackOverflow, HabraHabr","0.25","15","no","60"
"","GitHub, HabraHabr","0","15","no","24"
"","GitHub, StackOverflow, HabraHabr","2","15","no","24"
"","HabraHabr","4","14","yes",""
"","StackOverflow, HabraHabr","1","16","yes","25"
"","GitHub, StackOverflow, HabraHabr","1","21","no","12"
"","HabraHabr","0","16","no","20"
"","","0","15","no","16"
"","HabraHabr","0","25","no","40"
"","GitHub, StackOverflow, HabraHabr","2","16","no","20"
"","HabraHabr","0","0","no","10"
"","StackOverflow","0.75","18","yes","12"
"","StackOverflow","5","20","no","10"
"","","3","0","no","0"
"","StackOverflow","4","20","no","0"
"","StackOverflow, HabraHabr","0","18","yes","20"
"","HabraHabr","0","12","yes","60"
"","","0.25","13","no","20"
"","StackOverflow","1.5","17","yes","40"
"","GitHub, StackOverflow, HabraHabr","1","14","no","16"
"","","0.5","10","no","20"
"","GitHub, StackOverflow, HabraHabr","0","16","yes","26"
"","","2","17","no","7"
"","GitHub, HabraHabr","1","9","no","60"
"","GitHub, StackOverflow, HabraHabr","0","17","no","40"
"","","3","18","yes","3"
"","","0","24","no","2"
"","StackOverflow","0","15","no","40"
"","","0","","no","40"
"","HabraHabr","0","0","no","15"
"","StackOverflow","2","20","no","40"
"","StackOverflow","0","21","no","5"
"","StackOverflow, HabraHabr","1","20","","15"
"","HabraHabr","0","1","no","40"
"","","0.25","21","no","1"
"","StackOverflow, HabraHabr","0","16","no","16"
"","HabraHabr","0","0","no","30"
"","GitHub, StackOverflow","1.5","12","no","8"
"","GitHub, StackOverflow","1","14","yes","5"
"","HabraHabr","2","19","no","30"
"","HabraHabr","0","17","no","34"
"","GitHub, StackOverflow","0","15","no","20"
"","HabraHabr","0","15","no","118"
"","","1.75","17","no","30"
"","GitHub, StackOverflow, HabraHabr","6","22","yes","168"
"","GitHub, HabraHabr","1","16","no","5"
"","GitHub, HabraHabr","2","14","yes","20"
"","GitHub, StackOverflow","1","15","no","10"
"","","0","12","no","8"
"","GitHub, StackOverflow, HabraHabr","1.5","7","no","40"
"","","0","22","no","80"
"","GitHub, StackOverflow, HabraHabr","0","25","no","20"
"","GitHub, StackOverflow, HabraHabr","0","16","yes","40"
"","StackOverflow, HabraHabr","2","13","yes","20"
"","HabraHabr","1.75","0","yes","50"
"","","0","18","no","30"
"","","6","9","no","40"
"","HabraHabr","4","10","yes","20"
"","StackOverflow, HabraHabr","3","12","yes","1"
"","GitHub, StackOverflow, HabraHabr","2","15","no","10"
"","StackOverflow","1","17","no","5"
"","HabraHabr","2.5","15","no","80"
"","","0","15","no","25"
"","GitHub, StackOverflow","1","20","yes","10"
"","GitHub, StackOverflow","2","12","no","100"
"","HabraHabr","1.75","14","yes","20"
"","StackOverflow","1","14","no","40"
"","StackOverflow, HabraHabr","1.5","15","no","20"
"","GitHub, HabraHabr","1","14","no","20"
"","","0","0","no","40"
"","HabraHabr","0","20","yes","40"
"","HabraHabr","0","18","yes","10"
"","HabraHabr","0","22","no","30"
"","HabraHabr","4","1","no","30"
"","HabraHabr","0.25","17","no","2"
"","HabraHabr","1","19","no","12"
"","","0.5","20","no",""
"","StackOverflow, HabraHabr","2","11","no","6"
"","StackOverflow, HabraHabr","2","14","no","24"
"","GitHub, HabraHabr","3","","no","40"
"","HabraHabr","1.5","17","no","20"
"","StackOverflow, HabraHabr","2","16","no","20"
"","StackOverflow, HabraHabr","0","18","no","8"
"","","0","15","yes","16"
"","GitHub, StackOverflow, HabraHabr","1.5","8","no","80"
"","","1","14","no","20"
"","","2","18","no","104"
"","StackOverflow, HabraHabr","0","17","no","40"
"","HabraHabr","0","12","no","300"
"","StackOverflow","0","7","yes","25"
"","","3","7","yes","15"
"","GitHub, StackOverflow","0","14","no","100"
"","HabraHabr","4","14","no","40"
"","HabraHabr","0","23","yes","20"
"","","3.5","14","yes","40"
"","StackOverflow, HabraHabr","0","14","no","6"
"","GitHub, StackOverflow, HabraHabr","2","13","no","20"
"","","1","18","no","10"
"","GitHub","0.5","13","no","24"
"","StackOverflow, HabraHabr","2","16","yes","20"
"","StackOverflow, HabraHabr","0","18","no","56"
"","StackOverflow, HabraHabr","0","16","no","40"
"","GitHub, StackOverflow, HabraHabr","2","12","yes","20"
"","","3","14","no","12"
"","StackOverflow, HabraHabr","0","17","yes","30"
"","HabraHabr","0","18","no","20"
"","GitHub, HabraHabr","1","16","no","30"
"","GitHub, HabraHabr","5","","no","30"
"","GitHub, StackOverflow, HabraHabr","2","18","no","80"
"","StackOverflow","1.5","25","no","20"
"","HabraHabr","2","14","yes","4"
"","HabraHabr","6","14","no","8"
"","StackOverflow, HabraHabr","2","15","yes","50"
"","GitHub, StackOverflow","2","16","no","40"
"","HabraHabr","2","14","yes","20"
"","StackOverflow","2","15","no","2"
"","StackOverflow","0","18","no","3"
"","","2","15","no","2"
"","HabraHabr","0.5","16","no","3"
"","HabraHabr","1","25","no","20"
"","StackOverflow, HabraHabr","0","15","no","40"
"","StackOverflow, HabraHabr","2.5","17","no","50"
"","","1","10","yes","20"
"","GitHub, StackOverflow, HabraHabr","2","17","no","80"
"","StackOverflow, HabraHabr","0","11","yes","40"
"","StackOverflow","0","15","no","20"
"","HabraHabr","0.5","15","no","NaN"
"","StackOverflow, HabraHabr","0.25","14","no","20"
"","StackOverflow, HabraHabr","0.25","15","no","20"
"","StackOverflow, HabraHabr","2","14","no","12"
"","GitHub, StackOverflow","1.25","9","yes","6"
"","GitHub, HabraHabr","3","16","no","30"
"","HabraHabr","0","20","no","40"
"","","5","","",""
"","StackOverflow, HabraHabr","1.75","15","no","15"
"","GitHub, StackOverflow, HabraHabr","1","16","no","50"
"","StackOverflow, HabraHabr","0","","no","20"
"","","0","19","no","30"
"","GitHub, StackOverflow","1.5","14","no","20"
"","StackOverflow","1","12","yes","1"
"","","0","16","yes",""
"","HabraHabr","1.5","15","no","10"
"","HabraHabr","1.5","19","no","20"
"","","0.5","16","no","20"
"","GitHub, StackOverflow","2","17","no","16"
"","HabraHabr","3","20","no","20"
"","GitHub, StackOverflow","0.5","15","no","10"
"","","0","25","yes","20"
"","GitHub, StackOverflow, HabraHabr","0.5","23","no","10"
"","HabraHabr","0.5","0","no","50"
"","StackOverflow, HabraHabr","0","27","no","40"
"","","1.5","18","no","20"
"","HabraHabr","2","14","yes","8"
"","StackOverflow, HabraHabr","0","20","yes","1"
"","","0.5","22","no","10"
"","StackOverflow","0","18","no","24"
"","","0","16","no","5"
"","StackOverflow, HabraHabr","0","22","yes","50"
"","StackOverflow, HabraHabr","0","20","yes","15"
"","HabraHabr","3","10","no","10"
"","","0","18","no","10"
"","StackOverflow","0","15","no","30"
"","StackOverflow, HabraHabr","1.5","13","no","20"
"","StackOverflow, HabraHabr","0","","no","5"
"","","0","22","yes","30"
"","StackOverflow, HabraHabr","0","15","no","5"
"","StackOverflow, HabraHabr","1","10","yes","10"
"","StackOverflow, HabraHabr","0","16","no","45"
"","GitHub, StackOverflow","0","16","no","16"
"","StackOverflow, HabraHabr","2","16","no","40"
"","StackOverflow","2","15","no",""
"","GitHub","6","","yes","10"
"","GitHub, StackOverflow, HabraHabr","4","10","no","20"
"","StackOverflow, HabraHabr","1","15","no","20"
"","HabraHabr","3","18","no","120"
"","StackOverflow, HabraHabr","1","14","no","8"
"","StackOverflow, HabraHabr","0","","yes","30"
"","","0","12","no","50"
"","HabraHabr","0","15","yes","10"
"","","0","20","no","50"
"","StackOverflow, HabraHabr","0","17","no","30"
"","HabraHabr","3","11","no","20"
"","","1","18","no","8"
"","GitHub, StackOverflow, HabraHabr","0.75","11","no","20"
"","","0","25","no","78"
"","HabraHabr","0.75","19","no","10"
"","HabraHabr","0","","",""
"","GitHub, StackOverflow, HabraHabr","2","13","no","28"
"","","1","14","no","25"
"","GitHub, StackOverflow, HabraHabr","1","15","no","30"
"","StackOverflow, HabraHabr","1.25","16","no","20"
"","StackOverflow, HabraHabr","1.5","16","no","20"
"","","0","18","no","12"
"","GitHub, StackOverflow, HabraHabr","1.5","14","no","30"
"","HabraHabr","0.5","15","no","30"
"","","0","","",""
"","HabraHabr","2","15","yes","20"
"","","3","21","no","10"
"","StackOverflow","0","10","yes","0"
"","GitHub","1","15","no","40"
"","HabraHabr","1","28","no","40"
"","","0","14","no","18"
"","GitHub, StackOverflow, HabraHabr","3","21","no","50"
"","StackOverflow, HabraHabr","1","11","no","40"
"","StackOverflow, HabraHabr","0.25","15","no","20"
"","GitHub, StackOverflow","1.5","12","yes","16"
"","GitHub, StackOverflow, HabraHabr","1","15","no","1"
"","","0","15","no","3"
"","GitHub, StackOverflow, HabraHabr","0.5","17","yes","30"
"","","0","14","yes","15"
"","HabraHabr","2","13","no","10"
"","","0","18","no","120"
"","","0","16","no",""
"","StackOverflow","0","12","no","60"
"","StackOverflow, HabraHabr","1","15","no","10"
"","StackOverflow, HabraHabr","0","21","no","5"
"","GitHub, StackOverflow, HabraHabr","1","13","no","90"
"","GitHub, StackOverflow, HabraHabr","1","19","no","20"
"","GitHub, StackOverflow","1.5","16","yes","30"
"","","1","19","no","60"
"","HabraHabr","2","17","no","80"
"","StackOverflow, HabraHabr","1","15","no","40"
"","","1","14","yes",""
"","StackOverflow","1.75","15","yes","30"
"","HabraHabr","0","","no","50"
"","GitHub, StackOverflow, HabraHabr","1","15","no","40"
"","StackOverflow, HabraHabr","1","14","no","20"
"","GitHub, HabraHabr","1","30","no","22"
"","","5","18","no","30"
"","","2","20","yes","2"
"","GitHub, StackOverflow, HabraHabr","4","14","no","40"
"","","0.5","16","no",""
"","StackOverflow","3","14","yes","18"
"","HabraHabr","2","22","no","80"
"","StackOverflow","0","14","no","1"
"","GitHub, StackOverflow, HabraHabr","0","18","no","50"
"","StackOverflow, HabraHabr","0","18","no","1"
"","","0","","","1"
"","StackOverflow","1","20","no","5"
"","StackOverflow","1","21","no","26"
"","","2","","yes","10"
"","StackOverflow, HabraHabr","1","16","no","2"
"","","1.5","19","no","100"
"","","0","23","no","10"
"","StackOverflow","5","10","yes","30"
"","HabraHabr","0","25","no","40"
"","HabraHabr","0","7","yes","20"
"","GitHub, StackOverflow, HabraHabr","2","13","yes","10"
"","GitHub, StackOverflow, HabraHabr","3","7","yes","30"
"","GitHub, StackOverflow, HabraHabr","2","15","yes","40"
"","StackOverflow","2","9","no","10"
"","StackOverflow","0.5","20","no","40"
"","GitHub, StackOverflow, HabraHabr","2","17","no","100"
"","GitHub, StackOverflow, HabraHabr","3","20","no","20"
"","HabraHabr","0","0","yes","20"
"","StackOverflow","2.5","18","yes","24"
"","GitHub, StackOverflow","4","12","yes","50"
"","GitHub, HabraHabr","0","","yes","40"
"","","0","15","no","25"
"","GitHub, StackOverflow","3","18","no","30"
"","StackOverflow, HabraHabr","2","15","no","50"
"","StackOverflow, HabraHabr","0","22","no","20"
"","HabraHabr","0.5","0","no","20"
"","StackOverflow","2.5","16","no","13"
"","GitHub, StackOverflow, HabraHabr","1.5","15","yes","30"
"","","1","17","yes","3"
"","","0","23","no","66"
"","GitHub, StackOverflow, HabraHabr","1.5","12","no","10"
"","","2","16","no","40"
"","","0","","",""
"","StackOverflow, HabraHabr","0","14","no","20"
"","HabraHabr","0","19","no","60"
"","StackOverflow","2.5","1","no","6"
"","HabraHabr","0.75","14","yes","6"
"","StackOverflow, HabraHabr","0.75","14","no","80"
"","StackOverflow, HabraHabr","0.25","15","yes","300"
"","","2","18","no","10"
"","GitHub, StackOverflow","5","12","no","15"
"","HabraHabr","1","14","no","1"
"","","0","10","yes","100"
"","HabraHabr","1","14","no","15"
"","","0","0","yes","40"
"","StackOverflow, HabraHabr","0.25","14","no","20"
"","","0","12","no","20"
"","GitHub, StackOverflow","1.25","14","no","10"
"","StackOverflow, HabraHabr","3","10","no","20"
"","GitHub, StackOverflow, HabraHabr","0","20","no","10"
"","GitHub, StackOverflow, HabraHabr","2","13","no","20"
"","StackOverflow, HabraHabr","3","11","yes","50"
"","GitHub, StackOverflow","1.5","19","","15"
"","GitHub, StackOverflow, HabraHabr","0","14","no","12"
"","HabraHabr","1","15","no","20"
"","GitHub, StackOverflow, HabraHabr","2","13","no","20"
"","GitHub, StackOverflow","1","14","no","72"
"","StackOverflow, HabraHabr","1.5","15","no","30"
"","StackOverflow","0","11","no","10"
"","HabraHabr","0","25","no","60"
"","HabraHabr","0","16","no","7"
"","","0","","",""
"","GitHub, StackOverflow","1","22","no","60"
"","GitHub, HabraHabr","0","20","no","30"
"","GitHub, StackOverflow, HabraHabr","2","12","yes","15"
"","GitHub, StackOverflow, HabraHabr","2","15","yes","30"
"","StackOverflow","0","","yes","40"
"","HabraHabr","0","24","no","20"
"","GitHub, StackOverflow, HabraHabr","2","13","yes","70"
"","","0","19","no","16"
"","GitHub, StackOverflow, HabraHabr","1.25","15","no","20"
"","","3","0","no","168"
"","GitHub, StackOverflow, HabraHabr","0.25","15","yes","4"
"","StackOverflow, HabraHabr","0.25","16","no","30"
"","HabraHabr","0","26","no","100"
"","GitHub","0","16","no","2"
"","StackOverflow","1","15","no","40"
"","GitHub, StackOverflow, HabraHabr","2","16","no","10"
"","StackOverflow, HabraHabr","0.75","15","no","60"
"","GitHub, StackOverflow, HabraHabr","1","14","no","20"
"","GitHub, StackOverflow, HabraHabr","0","18","no","20"
"","","0","","",""
"","","0","15","no","60"
"","StackOverflow, HabraHabr","0","18","no","40"
"","GitHub, HabraHabr","0","15","no","100"
"","HabraHabr","2","29","yes","80"
"","StackOverflow, HabraHabr","2","25","no","40"
"","HabraHabr","1","0","no","10"
"","StackOverflow, HabraHabr","0","20","no","60"
"","HabraHabr","1","1","yes",""
"","HabraHabr","2","17","yes","20"
"","GitHub, StackOverflow, HabraHabr","4","16","no","20"
"","StackOverflow, HabraHabr","0","19","no","5"
"","GitHub, StackOverflow, HabraHabr","3","13","no","80"
"","","0","1","no","20"
"","GitHub, StackOverflow","0","19","no","50"
"","StackOverflow, HabraHabr","5","7","no","30"
"","GitHub, StackOverflow, HabraHabr","0.5","13","no","20"
"","GitHub, StackOverflow, HabraHabr","3","15","no","30"
"","HabraHabr","1.5","13","yes","0"
"","","1","14","no","20"
"","","0","20","no","20"
"","StackOverflow","0.25","14","no","5"
"","StackOverflow, HabraHabr","0.75","10","yes","5"
"","HabraHabr","1","19","no","40"
"","HabraHabr","4","15","no","20"
"","HabraHabr","1","0","no","25"
"","StackOverflow","5","9","yes","20"
"","StackOverflow, HabraHabr","0","13","no","30"
"","StackOverflow, HabraHabr","1","7","yes","40"
"","","3","17","no","35"
"","GitHub, HabraHabr","6","16","no","4"
"","HabraHabr","3","15","no","15"
"","HabraHabr","0","21","no","10"
"","GitHub","0","7","no","0"
"","StackOverflow","0","12","no","50"
"","","0","","no","12"
"","StackOverflow, HabraHabr","4","14","no","40"
"","GitHub, HabraHabr","0.5","14","no","15"
"","StackOverflow, HabraHabr","3","13","no","20"
"","StackOverflow, HabraHabr","1","18","no","30"
"","HabraHabr","3","15","no",""
"","StackOverflow, HabraHabr","2","24","no","1"
"","","0","0","no","6"
"","HabraHabr","0","1","yes","20"
"","","3","23","no","30"
"","GitHub, StackOverflow, HabraHabr","1","12","yes",""
"","","1.5","10","yes","20"
"","","0","21","no","35"
"","GitHub, StackOverflow, HabraHabr","0.25","18","no","70"
"","HabraHabr","0","1","no","20"
"","HabraHabr","0","1","no","40"
"","StackOverflow, HabraHabr","0","17","no","15"
"","HabraHabr","1","10","no","10"
"","","4","19","no","20"
"","","1","20","no","40"
"","StackOverflow, HabraHabr","0","17","no","40"
"","GitHub, StackOverflow, HabraHabr","0.5","19","no","48"
"","GitHub, StackOverflow, HabraHabr","0","25","no","16"
"","StackOverflow, HabraHabr","0","14","no","60"
"","StackOverflow, HabraHabr","2","18","yes","60"
"","","2","16","no","10"
"","StackOverflow, HabraHabr","0.5","16","no","30"
"","HabraHabr","3","16","no","168"
"","","0","","",""
"","StackOverflow, HabraHabr","0","16","yes","36"
"","GitHub, HabraHabr","0","15","no","2"
"","HabraHabr","2","16","no",""
"","StackOverflow, HabraHabr","0.5","16","no","30"
"","StackOverflow, HabraHabr","0","15","yes","40"
"","StackOverflow","1","17","no","1"
"","","0","17","no","20"
"","StackOverflow, HabraHabr","0","21","no","2"
"","","2","20","yes","15"
"","HabraHabr","2","17","no","10"
"","StackOverflow, HabraHabr","4","13","no","16"
"","GitHub, StackOverflow, HabraHabr","0.25","13","no","40"
"","StackOverflow, HabraHabr","4","13","no","8"
"","HabraHabr","4","14","no","20"
"","StackOverflow","1","14","yes","3"
"","","0.25","21","no","5"
"","StackOverflow, HabraHabr","0","17","no","70"
"","","1.25","21","no","20"
"","GitHub, StackOverflow, HabraHabr","2","18","no","80"
"","StackOverflow, HabraHabr","3","15","yes","10"
"","HabraHabr","6","8","yes","40"
"","","0","0","no","10"
"","GitHub, StackOverflow","1","10","yes","40"
"","HabraHabr","0","13","no","100"
"","","2","15","no","10"
"","StackOverflow","2","18","no","20"
"","","5","18","no","15"
"","GitHub, StackOverflow, HabraHabr","0","10","no","20"
"","HabraHabr","0","14","yes","20"
"","","2","18","no","40"
"","StackOverflow, HabraHabr","1","20","no",""
"","","0","25","yes","20"
"","StackOverflow, HabraHabr","3","13","no","30"
"","StackOverflow, HabraHabr","0","14","no","40"
"","","0","14","no","30"
"","GitHub, HabraHabr","2.5","18","no","60"
"","StackOverflow","1.5","21","no","60"
"","HabraHabr","5","15","no","2"
"","","0","15","no","48"
"","StackOverflow","0","14","no","10"
"","StackOverflow","2","18","no","10"
"","","0","14","yes","30"
"","HabraHabr","2","14","yes","48"
"","GitHub, StackOverflow","1","16","no","10"
"","GitHub, StackOverflow, HabraHabr","1.5","17","yes","25"
"","","0","21","no","5"
"","StackOverflow, HabraHabr","0","14","no","60"
"","HabraHabr","1","10","yes","50"
"","StackOverflow, HabraHabr","2.5","13","yes","8"
"","","0","22","no","10"
"","","0.25","20","no","4"
"","StackOverflow","0","18","no","30"
"","StackOverflow","4","13","yes","30"
"","HabraHabr","3","14","no","10"
"","StackOverflow, HabraHabr","3.5","12","yes","90"
"","StackOverflow","2","17","no","40"
"","GitHub, StackOverflow","2","10","","100"
"","StackOverflow, HabraHabr","0","13","no","50"
"","GitHub, StackOverflow, HabraHabr","2","19","no","15"
"","HabraHabr","1","12","no","20"
"","StackOverflow, HabraHabr","0.75","14","no","20"
"","StackOverflow, HabraHabr","0","23","yes","10"
